,Place of interest,Postal code,Place address,place_lat,place_long
310,Oficina de Correos. Sucursal 58. Universidad Autónoma Cantoblanco,28049,Calle Kant  Sin Número,40.544692759785605,-3.695129566611724
311,Oficina de Correos. Sucursal 59. Calle Alanis,28042,Calle Alanis 1,40.47135843924354,-3.5830660908226903
312,Oficina de Correos. Sucursal 60. Calle Arquitecto López Otero,28040,Calle Arquitecto Lopez Otero 3,40.444068389479135,-3.728327224432944
313,Oficina de Correos. Sucursal 61. Camino Hormigueras,28031,Camino Hormigueras 169,40.37703404923573,-3.634643331575298
314,Oficina de Correos. Sucursal 62. Calle La Rioja. Alameda de Osuna,28042,Calle La Rioja 11,40.457362597027284,-3.589017977491221
315,Oficina de Correos. Sucursal 64. Aeropuerto T1. Llegadas Sala 1,28042,Aeropuerto T1 T2 T3  Sala 1 (Llegadas),40.46385545153997,-3.5703913955201196
316,Oficina de Correos. Sucursal 66. Plaza Pablo Ruiz Picasso,28020,Plaza Pablo Ruiz Picasso 1,40.45025334832397,-3.69226701497804
317,Oficina de Correos. Sucursal 72. Calle Santiago Alio,28038,Calle Santiago Alio 10 A,40.38841360086152,-3.6460842169021253
318,Oficina de Correos. Sucursal 77. Calle Eduardo Barreiros,28041,Calle Eduardo Barreiros 3 Y 5,40.37325750682071,-3.695713833509448
319,Oficina de Correos. Sucursal 78. Centro Comercial Valdebernardo,28032,Bulevar Jose Prat 35,40.39746132930795,-3.61869672243111
320,Oficina de Correos. Sucursal 82. Avenida Santuario de Valverde,28049,Avenida Santuario De Valverde 45,40.5078114302752,-3.6970014367169752
321,Oficina de Correos. Sucursal 88. Calle Mejía Lequerica,28004,Calle Mejia Lequerica 7,40.42656451494342,-3.6982135988915323
322,Oficina de Correos. Sucursal 92. Eroski Avenida Pablo Neruda,28018,Avenida Pablo Neruda 91,40.38124861077734,-3.661315707382362
323,"Oficina de Correos. Sucursal 99. Calle Pegaso, 24",28043,Calle Pegaso 24,40.46463698511218,-3.649347768217586
324,Oficina de Empleo Aluche,28047,Calle Illescas 189,40.392285536075406,-3.7540592697796
325,Oficina de Empleo Argüelles,28008,Calle Evaristo San Miguel 8,40.4269999607158,-3.7151852882793324
326,Oficina de Empleo Atocha,28045,Calle Mendez Alvaro 7,40.4014859050885,-3.686498434986489
327,Oficina de Empleo Barrio de la Concepción,28027,Calle Virgen Del Puig 5,40.43302043648714,-3.6592278136167593
328,Oficina de Empleo Barrio del Pilar,28035,Camino Ganapanes 33,40.47515431070906,-3.715859850501782
329,Oficina de Empleo Ciudad Lineal,28037,Calle Miguel Yuste 21,40.4389993512383,-3.6244743878443426
330,Oficina de Empleo Estrecho - Azca,28020,Plaza Pablo Ruiz Picasso  Edificio Serantes,40.45027838360869,-3.6928216467519706
331,Oficina de Empleo Goya,28009,Calle O'Donnell 12,40.421479994324876,-3.6779144388762455
332,Oficina de Empleo Legazpi,28005,Paseo Acacias 23,40.403922872263166,-3.7059611474688716
333,Oficina de Empleo Moratalaz,28030,Calle Hacienda De Pavones 350,40.39939301427503,-3.633595070229571
334,Oficina de Empleo Nueva Numancia,28038,Calle Francisco Iglesias 9,40.39929179545344,-3.666674681340595
335,Oficina de Empleo Prosperidad,28002,Calle Canillas 104,40.443603497732,-3.6682028813365495
336,Oficina de Empleo Puerta del Angel,28011,Glorieta Puente De Segovia 3,40.41440675319798,-3.724550354806042
337,Oficina de Empleo San Isidro,28019,Calle Tejares 4,40.39592190986665,-3.7214488770479544
338,Oficina de Empleo Sanchinarro,28050,Avenida Ingeniero Emilio Herrera 23,40.4926010976462,-3.6530694201332135
339,Oficina de Empleo Santa Eugenia,28031,Calle Cabeza Mesada 5,40.37666661616366,-3.6294419610261675
340,Oficina de Empleo Usera,28026,Calle Antonio Lopez 101,40.39200765849677,-3.7035660685820786
341,Oficina de Empleo Villaverde,28021,Calle Salsipuedes 7,40.34456088140221,-3.7060631890555875
342,Oficina de Empleo Águeda Díez,28019,Plaza Agueda Diez 4,40.39006966384194,-3.7322051586802956
343,Oficina de Tramitación de DNI y Pasaporte (Usera-Villaverde 1),28041,Paseo Gigantes Y Cabezudos 30,40.35756885956982,-3.6938620027962017
344,Oficina de Tramitación del DNI y Pasaporte (Arganzuela),28005,Paseo Virgen Del Puerto 47,40.409032730721066,-3.72102562946306
345,Oficina de Tramitación del DNI y Pasaporte (Centro),28004,Calle Luna 17,40.422778742362766,-3.7068972211928237
346,Oficina de Tramitación del DNI y Pasaporte (Puente de Vallecas),28053,Calle Sierra Carbonera 35,40.392027119673116,-3.664047609780907
347,Oficina de Tramitación del DNI y Pasaporte (Santa Engracia),28010,Calle Santa Engracia 18,40.429938760374306,-3.6963606807471283
348,Oficina de Tramitación del DNI y Pasaporte (Tetuán),28029,Calle Santa Valentina 2,40.465233439290174,-3.6973999987155355
349,Oficina de Tramitación del DNI y Pasaporte Doce de Octubre,28009,Calle Doce De Octubre 7,40.415742520403235,-3.676814421836066
350,Oficina de Tramitación del DNI y Pasaporte Padre Piquer,28024,Avenida Padre Piquer 18,40.392946827991885,-3.7679629035205826
351,Oficina de Tramitación del DNI y Pasaporte San Felipe,28020,Calle San Felipe 7,40.461546304166134,-3.696837823087746
352,Palacio Real de El Pardo,28048,Calle Manuel Alonso 8,40.520535786694516,-3.7762260009975077
353,Palacio Real de Madrid,28013,Calle Bailen,40.42075212551193,-3.712699107286406
354,Palacio de Congresos de Madrid,28046,Paseo Castellana 99,40.45291682696952,-3.6915161044438873
355,Palacio de Cristal,28009,Paseo Republica De Cuba 4,40.4135392554384,-3.6822730243555983
356,Palacio de Liria,28008,Calle Princesa 20,40.426837593736934,-3.7126361453494083
357,Palacio de Velázquez,28009,Paseo Venezuela 2,40.41525240333681,-3.6820310209320355
358,Panteón de España,28014,Calle Julian Gayarre 3,40.40622617519116,-3.683413041846525
359,Parque Biológico de Madrid. Faunia,28032,Avenida Comunidades 2,40.392916788449966,-3.6115446539537746
360,Parque Deportivo Puerta de Hierro,28023,Carretera De La Coruña  Kilómetro 7,40.463352206633466,-3.749646028757586
361,Parroquia San Jenaro,28017,Calle Vital Aza 81,40.43390107778406,-3.6377862093930045
362,Parroquia Santa Eulalia de Mérida,28053,Calle Pedroches 5,40.3796743689357,-3.669903376835299
363,Parroquia Santos Inocentes,28045,Calle Embajadores 209,40.38711705327618,-3.6903264029480414
364,Parroquia Santísima Trinidad,28027,Calle Martinez Villergas 8,40.43985461065547,-3.652204514397629
365,Plaza de Misterios. Recinto Ferial.,28027,Calle Misterios 1,40.43817493765838,-3.639079477475124
366,Real Basílica San Francisco el Grande,28005,Calle San Buenaventura 1,40.41084698628934,-3.714492963837602
367,Residencia Mirasierra para personas con discapacidad intelectual gravemente afectadas y centro de día CAMP Mirasierra,28034,Calle La Maso 40,40.48891397639459,-3.714174858198665
368,Residencia Universitaria Augustinus Nebrija,28003,Calle Cea Bermudez 59,40.43894007585974,-3.715531702478502
369,Residencia Universitaria Erasmo,28049,Calle Erasmo De Rotterdam 5 Y 7,40.548027795931425,-3.6989970922329403
370,Residencia de Estudiantes Ciudad Escolar. Comunidad de Madrid.,28049,"Carretera Colmenar Viejo  Km. 12,800",40.52514591809954,-3.6853908329744214
371,Residencia de estudiantes Palacio de Barradas,28015,Calle San Bernardo 63,40.42645825034476,-3.706923606244769
372,Residencia para mayores Juan XXIII (Aravaca),28023,Calle Procion 10,40.46695653201016,-3.800357931119678
373,Residencia para mayores y centro de día Peñuelas,28005,Calle Arganda 11,40.401285030322434,-3.7065898502689305
374,Residencia para personas con discapacidad intelectual gravemente afectadas y centro de día Dos de Mayo,28050,Calle Oña 1,40.488759291577466,-3.6692759234018726
375,Residencia y centro de día Carmen Sevilla,28017,Calle Gabriel Montero 1,40.4245996910244,-3.631038633473549
376,Residencia y centro de rehabilitación Duques de Lugo,28024,Calle Adonis 1,40.3866197264309,-3.773910285133272
377,"Residencia, centro de día y centro ocupacional Götze",28023,Carretera Castilla 5,40.449783762790766,-3.762794547009638
378,"Residencia, centro de día y centro ocupacional Ángel de la Guarda",28017,Avenida Daroca 60,40.42924259133015,-3.6525226176295886
379,Sala Alcalá 31,28014,Calle Alcala 31,40.41843670648918,-3.6982793817036095
380,Sala El Águila,28045,Calle Ramirez De Prado 3,40.399909791771385,-3.690036015115312
381,Sala de Arte Joven,28002,Avenida America 13,40.438539317590326,-3.6763910763792356
382,Sala de exposiciones Fundación Canal (Castellana 214),28046,Paseo Castellana 214,40.464536165462995,-3.688875151381724
383,"Sala de exposiciones Fundación Canal (Mateo Inurria, 2)",28036,Calle Mateo Inurria 2,40.46622174764843,-3.6876221093298858
384,Sala de exposiciones Fundación MAPFRE Recoletos,28004,Paseo Recoletos 23,40.42260253908611,-3.692173020829667
385,Sede QuedaT.com Arganzuela,28045,Calle Juana Doña 7,40.39667059254093,-3.6927006496252734
386,Sede QuedaT.com Barajas,28042,Calle Autogiro 1,40.47148955937163,-3.5835224544744246
387,Sede QuedaT.com Carabanchel,28025,Calle Ramon Sainz 27,40.38746909666602,-3.7380448207371186
388,Sede QuedaT.com Centro,28012,Calle Juanelo 2,40.41153598886298,-3.7047035734411815
389,Sede QuedaT.com Fuencarral-El Pardo (Centro Comunitario Guatemala),28029,Calle Celanova 2,40.47185296971466,-3.714201462972278
390,Sede QuedaT.com Hortaleza,28033,Calle Mar Amarillo 4,40.47406962687357,-3.6418692032092244
391,Sede QuedaT.com Latina,28047,Calle La Latina 25,40.40085960588277,-3.7511711816106574
392,Sede QuedaT.com Moratalaz,28030,Calle Corregidor Alonso De Tobar 15,40.40329815724403,-3.648998492986909
393,Sede QuedaT.com Puente de Vallecas,28053,Calle Cardeñosa 18,40.38400091966163,-3.6716744351747495
394,Sede QuedaT.com San Blas-Canillejas,28022,Calle San Faustino 14,40.446296275279785,-3.609097267544673
395,Sede QuedaT.com Tetuán,28029,Calle Cedros 3,40.467177049542634,-3.6926931830431684
396,Sede QuedaT.com Usera,28026,Calle Miramadrid 1,40.381420287227456,-3.705750925489145
397,Sede QuedaT.com Vicálvaro,28032,Plaza Juan Benet 9,40.40030574825312,-3.6234476042175245
398,Sede QuedaT.com Villa de Vallecas,28031,Calle Sierra Gador 19,40.38067712357496,-3.623871439460315
399,Sede QuedaT.com Villaverde,28021,Calle Albino Hernández Lázaro 36,40.3424606241053,-3.6868592972544674
400,Servicio de Documentación y Biblioteca de la Asamblea de Madrid,28018,Plaza Asamblea De Madrid 1,40.382315003385784,-3.6634853462680566
401,Servicios centrales. Servicio Público de Empleo Estatal,28016,Calle Victor De La Serna 43,40.457773436215966,-3.6721149021253314
402,Tanatorio Parque de San Isidro de Madrid,28019,Calle Comuneros De Castilla 15,40.39831970599801,-3.7230877827472364
403,Tanatorio Sur de Madrid,28054,Calle Ildefonso Gonzalez Valencia 1,40.373252366971855,-3.7215898776398064
404,Teatro Municipal de Títeres. Parque de El Retiro,28009,Avenida México 4 Parque De El Retiro. Entrada Por Puerta De La Independencia,40.41878362561595,-3.6866519471003647
405,Teatros del Canal,28003,Calle Cea Bermudez 1,40.438548128643944,-3.7050571160614263
406,WiZink Center,28009,Calle Jorge Juan 99,40.4232728637422,-3.672100625564379
407,Yacimiento paleontológico. Estación de Metro Carpetana,28047,Calle Via Carpetana 141,40.39254099575156,-3.7413026173286053
